date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:59:20	66834/66834	---M-Z	200	added ('OK')	text/html	etag:%2210545-1733674135;gz%22	https://tradercyber.com/nb-veccitrader/	C:/Meus%20Sites/Thomas/tradercyber.com/nb-veccitrader/index.html	(from )
17:59:20	112/112	---MCZ	200	added ('OK')	text/plain	etag:%229766-1733210356;gz%22	https://tradercyber.com/robots.txt		(from )
17:59:20	19862/19862	---M-Z	200	added ('OK')	text/css	etag:%224d96-670ef2e6-cb62b4089efa3da;gz%22	https://tradercyber.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.31.0	C:/Meus%20Sites/Thomas/tradercyber.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min0fd8.css	(from https://tradercyber.com/nb-veccitrader/)
17:59:20	60705/60705	---M-Z	200	added ('OK')	text/css	etag:%22ed21-670ef2e6-2097da144d24c436;gz%22	https://tradercyber.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.24.7	C:/Meus%20Sites/Thomas/tradercyber.com/wp-content/plugins/elementor/assets/css/frontend.min52dd.css	(from https://tradercyber.com/nb-veccitrader/)
17:59:21	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-670ef2e6-b2412a55e0ec8a35;gz%22	https://tradercyber.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Meus%20Sites/Thomas/tradercyber.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://tradercyber.com/nb-veccitrader/)
17:59:21	10260/10260	---M-Z	200	added ('OK')	text/css	etag:%222814-670ef2e6-2f267d0b1ac9c55;gz%22	https://tradercyber.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.24.7	C:/Meus%20Sites/Thomas/tradercyber.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min52dd.css	(from https://tradercyber.com/nb-veccitrader/)
17:59:21	1372/1372	---M-Z	200	added ('OK')	text/css	etag:%2255c-670ef409-5a7e58f983c598c5;gz%22	https://tradercyber.com/wp-content/uploads/elementor/css/post-5.css?ver=1729033225	C:/Meus%20Sites/Thomas/tradercyber.com/wp-content/uploads/elementor/css/post-55579.css	(from https://tradercyber.com/nb-veccitrader/)
17:59:21	470843/470843	---M-Z	200	added ('OK')	text/css	etag:%2272f3b-66ba7384-5f17ead774df4028;gz%22	https://tradercyber.com/wp-content/plugins/pro-elements/assets/css/frontend.min.css?ver=3.23.3	C:/Meus%20Sites/Thomas/tradercyber.com/wp-content/plugins/pro-elements/assets/css/frontend.min28fc.css	(from https://tradercyber.com/nb-veccitrader/)
17:59:21	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-670ef2e6-6540cba311bb9f8;gz%22	https://tradercyber.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.24.7	C:/Meus%20Sites/Thomas/tradercyber.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min52dd.css	(from https://tradercyber.com/nb-veccitrader/)
17:59:22	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%22684e-670ef2e6-ece1d3bbd212d683;gz%22	https://tradercyber.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.24.7	C:/Meus%20Sites/Thomas/tradercyber.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min52dd.css	(from https://tradercyber.com/nb-veccitrader/)
